,0
10020,647309
10021,647433
10022,647519
10023,647605
10024,647691
10025,647815
10026,647946
10027,647996
10028,648061
10029,648147
10030,648214
10031,648300
10032,648352
10033,648438
10034,648534
10035,648620
10036,648670
10037,648735
10038,648785
10039,648889
10040,648939
10041,649141
10042,649209
10043,649260
10044,649326
10045,649485
10046,649578
10047,649702
10048,649753
10049,650062
10050,650112
10051,650166
10052,650216
10053,650286
10054,650446
10055,650588
10056,650638
10057,650885
10058,650949
10059,651005
10060,651105
10061,651165
10062,651228
10063,651294
10064,651355
10065,651419
10066,651471
10067,651534
10068,651584
10069,651672
10070,651759
10071,651864
10072,651915
10073,652014
10074,652111
10075,652197
10076,652260
10077,652468
10078,652530
10079,652580
10080,652703
10081,652753
10082,652820
10083,652908
10084,652974
10085,653099
10086,653189
10087,653239
10088,653301
10089,653391
10090,653520
10091,653577
10092,653638
10093,653688
10094,653829
10095,653892
10096,653980
10097,654035
10098,654172
10099,654222
10100,654317
10101,654387
10102,654473
10103,654559
10104,654609
10105,654769
10106,654897
10107,655002
10108,655059
10109,655162
10110,655248
10111,655350
10112,655400
10113,655486
10114,655572
10115,655856
10116,655906
10117,656009
10118,656181
10119,656231
10120,656297
10121,656394
10122,656450
10123,656574
10124,656782
10125,656833
10126,656893
10127,656943
10128,657029
10129,657079
10130,657129
10131,657226
10132,657281
10133,657368
10134,657469
10135,657534
10136,657586
10137,657637
10138,657702
10139,657792
10140,657842
10141,657965
10142,658028
10143,658124
10144,658248
10145,658336
10146,658394
10147,658480
10148,658540
10149,658627
10150,658696
10151,658749
10152,658846
10153,658932
10154,658996
10155,659046
10156,659250
10157,659300
10158,659352
10159,659455
10160,659593
10161,659686
10162,659736
10163,659791
10164,659854
10165,659941
10166,660010
10167,660060
10168,660150
10169,660236
10170,660336
10171,660471
10172,660521
10173,660609
10174,660659
10175,660709
10176,660768
10177,660828
10178,660891
10179,660977
10180,661137
10181,661187
10182,661277
10183,661333
10184,661383
10185,661469
10186,661533
10187,661672
10188,661723
10189,661846
10190,661896
10191,661994
10192,662082
10193,662251
10194,662531
10195,662617
10196,662828
10197,662878
10198,662967
10199,663127
10200,663177
10201,663315
10202,663366
10203,663468
10204,663592
10205,663690
10206,663864
10207,663923
10208,663985
10209,664199
10210,664249
10211,664354
10212,664450
10213,664500
10214,664598
10215,664722
10216,664824
10217,664888
10218,664949
10219,665002
10220,665088
10221,665138
10222,665188
10223,665238
10224,665307
10225,665524
10226,665575
10227,665673
10228,665740
10229,665804
10230,665856
10231,665942
10232,666009
10233,666071
10234,666121
10235,666185
10236,666242
10237,666365
10238,666611
10239,666678
10240,666770
10241,666870
10242,666934
10243,666993
10244,667087
10245,667138
10246,667267
10247,667427
10248,667513
10249,667568
10250,667654
10251,667722
10252,667853
10253,668027
10254,668113
10255,668237
10256,668414
10257,668478
10258,668564
10259,668626
10260,668686
10261,668749
10262,668837
10263,668887
10264,669011
10265,669061
10266,669150
10267,669246
10268,669300
10269,669437
10270,669525
10271,669575
10272,669714
10273,669764
10274,669888
10275,669984
10276,670039
10277,670143
10278,670247
10279,670371
10280,670435
10281,670540
10282,670606
10283,670765
10284,670834
10285,670890
10286,670977
10287,671041
10288,671091
10289,671224
10290,671274
10291,671433
10292,671519
10293,671569
10294,671624
10295,671837
10296,671896
10297,671958
10298,672131
10299,672220
10300,672325
10301,672388
10302,672454
10303,672578
10304,672641
10305,672741
10306,672876
10307,672962
10308,673133
10309,673197
10310,673395
10311,673495
10312,673735
10313,673800
10314,673867
10315,673953
10316,674039
10317,674089
10318,674148
10319,674252
10320,674427
10321,674484
10322,674586
10323,674647
10324,674750
10325,674873
10326,674923
10327,675316
10328,675366
10329,675452
10330,675502
10331,675598
10332,675659
10333,675745
10334,675887
10335,675992
10336,676042
10337,676095
10338,676233
10339,676295
10340,676354
10341,676440
10342,676503
10343,676674
10344,676779
10345,676875
10346,677014
10347,677192
10348,677500
10349,677550
10350,677617
10351,677686
10352,677756
10353,677894
10354,678000
10355,678125
10356,678249
10357,678339
10358,678389
10359,678551
10360,678620
10361,678783
10362,678850
10363,678900
10364,678960
10365,679016
10366,679102
10367,679152
10368,679222
10369,679308
10370,679358
10371,679444
10372,679501
10373,679671
10374,679831
10375,679881
10376,680018
10377,680081
10378,680220
10379,680307
10380,680393
10381,680516
10382,680602
10383,680652
10384,680715
10385,680767
10386,680829
10387,680932
10388,680999
10389,681122
10390,681468
10391,681520
10392,681587
10393,681638
10394,681724
10395,681793
10396,681853
10397,681943
10398,682076
10399,682174
10400,682224
10401,682276
10402,682335
10403,682428
10404,682514
10405,682637
10406,682692
10407,682786
10408,682839
10409,682889
10410,682947
10411,683043
10412,683093
10413,683179
10414,683317
10415,683453
10416,683651
10417,683720
10418,683770
10419,683830
10420,683924
10421,683974
10422,684077
10423,684169
10424,684219
10425,684276
10426,684362
10427,684522
10428,684653
10429,684753
10430,684839
10431,684935
10432,685021
10433,685091
10434,685181
10435,685242
10436,685366
10437,685430
10438,685492
10439,685669
10440,685732
10441,685819
10442,686017
10443,686103
10444,686189
10445,686254
10446,686312
10447,686380
10448,686444
10449,686568
10450,686654
10451,686778
10452,686828
10453,686878
10454,687002
10455,687052
10456,687176
10457,687228
10458,687314
10459,687512
10460,687575
10461,687625
10462,687785
10463,687884
10464,687934
10465,688039
10466,688125
10467,688177
10468,688268
10469,688370
10470,688456
10471,688579
10472,688629
10473,688789
10474,688950
10475,689006
10476,689108
10477,689170
10478,689220
10479,689286
10480,689345
10481,689445
10482,689544
10483,689611
10484,689661
10485,689718
10486,689816
10487,689902
10488,689952
10489,690011
10490,690061
10491,690158
10492,690208
10493,690258
10494,690314
10495,690364
10496,690672
10497,690758
10498,690863
10499,690913
10500,690999
10501,691086
10502,691136
10503,691237
10504,691327
10505,691424
10506,691474
10507,691524
10508,691584
10509,691687
10510,691773
10511,691869
10512,691971
10513,692021
10514,692085
10515,692171
10516,692221
10517,692286
10518,692420
10519,692556
10520,692607
10521,692709
10522,692795
10523,692881
10524,693021
10525,693118
10526,693216
10527,693310
10528,693360
10529,693430
10530,693480
10531,693541
10532,693627
10533,693765
10534,693928
10535,693993
10536,694079
10537,694146
10538,694242
10539,694328
10540,694387
10541,694473
10542,694532
10543,694773
10544,694859
10545,694912
10546,695018
10547,695251
10548,695419
10549,695484
10550,695534
10551,695584
10552,695644
10553,695744
10554,695839
10555,695999
10556,696049
10557,696099
10558,696163
10559,696249
10560,696308
10561,696449
10562,696499
10563,696601
10564,696669
10565,696794
10566,696920
10567,696990
10568,697161
10569,697220
10570,697317
10571,697562
10572,697652
10573,697775
10574,697837
10575,697887
10576,698014
10577,698321
10578,698481
10579,698547
10580,698602
10581,698838
10582,698924
10583,699162
10584,699212
10585,699262
10586,699404
10587,699454
10588,699587
10589,699637
10590,699723
10591,699858
10592,699995
10593,700137
10594,700197
10595,700264
10596,700424
10597,700487
10598,700649
10599,700735
10600,700871
10601,700940
10602,701040
10603,701145
10604,701245
10605,701331
10606,701382
10607,701432
10608,701556
10609,701626
10610,701676
10611,701999
10612,702202
10613,702252
10614,702424
10615,702474
10616,702541
10617,702601
10618,702665
10619,702806
10620,702858
10621,702960
10622,703029
10623,703079
10624,703254
10625,703340
10626,703428
10627,703518
10628,703583
10629,703633
10630,703698
10631,703788
10632,703912
10633,704036
10634,704159
10635,704209
10636,704266
10637,704322
10638,704408
10639,704458
10640,704518
10641,704642
10642,704839
10643,704925
10644,705024
10645,705074
10646,705124
10647,705187
10648,705273
10649,705398
10650,705463
10651,705513
10652,705640
10653,705726
10654,705812
10655,705936
10656,706004
10657,706054
10658,706178
10659,706228
10660,706322
10661,706373
10662,706425
10663,706549
10664,706650
10665,706736
10666,706786
10667,706886
10668,706937
10669,706996
10670,707046
10671,707132
10672,707232
10673,707282
10674,707333
10675,707419
10676,707473
10677,707523
10678,707585
10679,707726
10680,707776
10681,707935
10682,708059
10683,708160
10684,708224
10685,708363
10686,708494
10687,708550
10688,708602
10689,708688
10690,708960
10691,709046
10692,709132
10693,709197
10694,709260
10695,709310
10696,709360
10697,709447
10698,709497
10699,709599
10700,709650
10701,709756
10702,709916
10703,709979
10704,710065
10705,710151
10706,710202
10707,710268
10708,710324
10709,710464
10710,710514
10711,710722
10712,710823
10713,710909
10714,710959
10715,711124
10716,711180
10717,711247
10718,711302
10719,711389
10720,711489
10721,711622
10722,711871
10723,711994
10724,712063
10725,712187
10726,712311
10727,712374
10728,712442
10729,712531
10730,712582
10731,712636
10732,712795
10733,712851
10734,713061
10735,713123
10736,713188
10737,713286
10738,713353
10739,713420
10740,713483
10741,713569
10742,713746
10743,713835
10744,713921
10745,713980
10746,714036
10747,714086
10748,714148
10749,714346
10750,714470
10751,714522
10752,714572
10753,714769
10754,714855
10755,714905
10756,715008
10757,715107
10758,715267
10759,715333
10760,715401
10761,715451
10762,715515
10763,715565
10764,715740
10765,715905
10766,715969
10767,716171
10768,716224
10769,716274
10770,716342
10771,716392
10772,716478
10773,716530
10774,716597
10775,716683
10776,716747
10777,716809
10778,716873
10779,716923
10780,716987
10781,717121
10782,717171
10783,717238
10784,717379
10785,717429
10786,717515
10787,717565
10788,717658
10789,717782
10790,717832
10791,717918
10792,718005
10793,718055
10794,718115
10795,718275
10796,718371
10797,718423
10798,718473
10799,718523
10800,718580
10801,718630
10802,718716
10803,718766
10804,718853
10805,718903
10806,718953
10807,719090
10808,719176
10809,719387
10810,719473
10811,719576
10812,719634
10813,719691
10814,719756
10815,719816
10816,719915
10817,719965
10818,720015
10819,720065
10820,720115
10821,720178
10822,720322
10823,720374
10824,720515
10825,720601
10826,720651
10827,720792
10828,720878
10829,720938
10830,721025
10831,721111
10832,721197
10833,721247
10834,721311
10835,721378
10836,721502
10837,721588
10838,721638
10839,721743
10840,721842
10841,721892
10842,722030
10843,722087
10844,722147
10845,722359
10846,722410
10847,722646
10848,722696
10849,722746
10850,722797
10851,722884
10852,722949
10853,723044
10854,723147
10855,723240
10856,723438
10857,723524
10858,723574
10859,723624
10860,723715
10861,723779
10862,723834
10863,723884
10864,723950
10865,724079
10866,724129
10867,724193
10868,724254
10869,724304
10870,724363
10871,724413
10872,724572
10873,724641
10874,724851
10875,724901
10876,725025
10877,725075
10878,725201
10879,725287
10880,725351
10881,725401
10882,725561
10883,725684
10884,725734
10885,725820
10886,725980
10887,726103
10888,726169
10889,726224
10890,726365
10891,726415
10892,726512
10893,726573
10894,726636
10895,726722
10896,726808
10897,726872
10898,726958
10899,727094
10900,727145
10901,727231
10902,727281
10903,727367
10904,727527
10905,727589
10906,727870
10907,727966
10908,728065
10909,728191
10910,728253
10911,728464
10912,728531
10913,728591
10914,728657
10915,728727
10916,728793
10917,728843
10918,728907
10919,729141
10920,729240
10921,729326
10922,729560
10923,729888
10924,729939
10925,729989
10926,730075
10927,730125
10928,730175
10929,730309
10930,730375
10931,730425
10932,730560
10933,730610
10934,730738
10935,730788
10936,730928
10937,730986
10938,731041
10939,731098
10940,731221
10941,731307
10942,731412
10943,731498
10944,731633
10945,731699
10946,731836
10947,731938
10948,732000
10949,732062
10950,732158
10951,732334
10952,732398
10953,732449
10954,732499
10955,732549
10956,732673
10957,732734
10958,732820
10959,732870
10960,732920
10961,732972
10962,733261
10963,733312
10964,733398
10965,733522
10966,733585
10967,733671
10968,733731
10969,733855
10970,733920
10971,733976
10972,734063
10973,734276
10974,734362
10975,734462
10976,734530
10977,734580
10978,734639
10979,734873
10980,734979
10981,735065
10982,735156
10983,735206
10984,735305
10985,735464
10986,735675
10987,735737
10988,735839
10989,735925
10990,736025
10991,736087
10992,736137
10993,736334
10994,736494
10995,736544
10996,736600
10997,736650
10998,736745
10999,736796
11000,736882
11001,736979
11002,737029
11003,737168
11004,737229
11005,737366
11006,737431
11007,737630
11008,737687
11009,737751
11010,737802
11011,737852
11012,737904
11013,737954
11014,738023
11015,738150
11016,738347
11017,738487
11018,738549
11019,738619
11020,738705
11021,738834
11022,739045
11023,739141
11024,739191
11025,739363
11026,739501
11027,739587
11028,739639
11029,739697
11030,739748
11031,739801
11032,739887
11033,739937
11034,739999
11035,740167
11036,740231
11037,740354
11038,740497
11039,740547
11040,740707
11041,740919
11042,741005
11043,741316
11044,741556
11045,741606
11046,741656
11047,741706
11048,741770
11049,742058
11050,742160
11051,742229
11052,742299
11053,742385
11054,742509
11055,742595
11056,742656
11057,742854
11058,742978
11059,743028
11060,743206
11061,743275
11062,743361
11063,743559
11064,743609
11065,743816
11066,743940
11067,743990
11068,744162
11069,744229
11070,744297
11071,744347
11072,744397
11073,744526
11074,744612
11075,744677
11076,744746
11077,744816
11078,744883
11079,744972
11080,745022
11081,745072
11082,745125
11083,745185
11084,745277
11085,745327
11086,745578
11087,745886
11088,746020
11089,746070
11090,746233
11091,746296
11092,746382
11093,746516
11094,746571
11095,746635
11096,746702
11097,746789
11098,746839
11099,746925
11100,746975
11101,747044
11102,747288
11103,747338
11104,747503
11105,747555
11106,747695
11107,747761
11108,747851
11109,747901
11110,747988
11111,748038
11112,748097
11113,748147
11114,748233
11115,748283
11116,748333
11117,748385
11118,748435
11119,748521
11120,748588
11121,748676
11122,748774
11123,748875
11124,748961
11125,749011
11126,749097
11127,749201
11128,749254
11129,749309
11130,749359
11131,749409
11132,749461
11133,749548
11134,749634
11135,749871
11136,749921
11137,750024
11138,750078
11139,750255
11140,750305
11141,750370
11142,750426
11143,750808
11144,750933
11145,751067
11146,751351
11147,751405
11148,751458
11149,751544
11150,751704
11151,751803
11152,751889
11153,751958
11154,752060
11155,752146
11156,752232
11157,752401
11158,752487
11159,752537
11160,752818
11161,752877
11162,752963
11163,753049
11164,753099
11165,753149
11166,753199
11167,753249
11168,753337
11169,753508
11170,753558
11171,753792
11172,753843
11173,753893
11174,754023
11175,754160
11176,754332
11177,754473
11178,754565
11179,754665
11180,754835
11181,754898
11182,754984
11183,755109
11184,755159
11185,755209
11186,755295
11187,755356
11188,755406
11189,755461
11190,755547
11191,755641
11192,755691
11193,755787
11194,755852
11195,755939
11196,756044
11197,756099
11198,756192
11199,756253
11200,756303
11201,756353
11202,756403
11203,756473
11204,756523
11205,756624
11206,756684
11207,756735
11208,756821
11209,756945
11210,756999
11211,757049
11212,757099
11213,757202
11214,757288
11215,757352
11216,757734
11217,757784
11218,757847
11219,757901
11220,757965
11221,758015
11222,758065
11223,758132
11224,758182
11225,758306
11226,758356
11227,758420
11228,758470
11229,758668
11230,758738
11231,758788
11232,758849
11233,759065
11234,759298
11235,759397
11236,759705
11237,759865
11238,759915
11239,759965
11240,760060
11241,760183
11242,760307
11243,760393
11244,760563
11245,760651
11246,760716
11247,760777
11248,760876
11249,760962
11250,761012
11251,761153
11252,761211
11253,761261
11254,761348
11255,761523
11256,761658
11257,761747
11258,761802
11259,761888
11260,761938
11261,762005
11262,762066
11263,762158
11264,762223
11265,762274
11266,762362
11267,762412
11268,762474
11269,762536
11270,762622
11271,762682
11272,762882
11273,762945
11274,763031
11275,763084
11276,763147
11277,763233
11278,763297
11279,763352
11280,763438
11281,763488
11282,763591
11283,763686
11284,763736
11285,763787
11286,763848
11287,763899
11288,763949
11289,763999
11290,764123
11291,764300
11292,764424
11293,764485
11294,764549
11295,764709
11296,764841
11297,764893
11298,765017
11299,765068
11300,765118
11301,765210
11302,765309
11303,765519
11304,765571
11305,765658
11306,765945
11307,766031
11308,766081
11309,766143
11310,766193
11311,766243
11312,766306
11313,766356
11314,766443
11315,766494
11316,766692
11317,766742
11318,766842
11319,766930
11320,767016
11321,767067
11322,767132
11323,767255
11324,767305
11325,767465
11326,767569
11327,767625
11328,767675
11329,767725
11330,767794
11331,767844
11332,767899
11333,767949
11334,768035
11335,768135
11336,768185
11337,768475
11338,768612
11339,768698
11340,768748
11341,768834
11342,768920
11343,769265
11344,769332
11345,769418
11346,769468
11347,769720
11348,769806
11349,769868
11350,770043
11351,770129
11352,770187
11353,770326
11354,770376
11355,770462
11356,770523
11357,770647
11358,770733
11359,770819
11360,770869
11361,770992
11362,771042
11363,771128
11364,771178
11365,771264
11366,771314
11367,771400
11368,771648
11369,771821
11370,771917
11371,772041
11372,772164
11373,772301
11374,772352
11375,772494
11376,772544
11377,772630
11378,772732
11379,772792
11380,773174
11381,773305
11382,773402
11383,773463
11384,773549
11385,773599
11386,773653
11387,773741
11388,773827
11389,773950
11390,774000
11391,774050
11392,774247
11393,774308
11394,774364
11395,774414
11396,774465
11397,774589
11398,774657
11399,774758
11400,775066
11401,775126
11402,775176
11403,775226
11404,775278
11405,775402
11406,775496
11407,775620
11408,775706
11409,775774
11410,775871
11411,775957
11412,776007
11413,776076
11414,776126
11415,776177
11416,776269
11417,776332
11418,776382
11419,776432
11420,776592
11421,776658
11422,776714
11423,776779
11424,776842
11425,776912
11426,777015
11427,777101
11428,777187
11429,777288
11430,777385
11431,777545
11432,777631
11433,777772
11434,777835
11435,777901
11436,777990
11437,778040
11438,778090
11439,778189
11440,778239
11441,778325
11442,778393
11443,778496
11444,778547
11445,778597
11446,778647
11447,778784
11448,778846
11449,778914
11450,778981
11451,779104
11452,779167
11453,779327
11454,779413
11455,779470
11456,779529
11457,779579
11458,779711
11459,779834
11460,779884
11461,779934
11462,779999
11463,780099
11464,780150
11465,780248
11466,780372
11467,780422
11468,780620
11469,780670
11470,780727
11471,780778
11472,780903
11473,780989
11474,781040
11475,781090
11476,781140
11477,781199
11478,781249
11479,781335
11480,781423
11481,781521
11482,781571
11483,781657
11484,781748
11485,781805
11486,781855
11487,782025
11488,782086
11489,782187
11490,782254
11491,782304
11492,782445
11493,782532
11494,782704
11495,782762
11496,782812
11497,782940
11498,783224
11499,783274
11500,783562
11501,783612
11502,783677
11503,783949
11504,784019
11505,784079
11506,784129
11507,784252
11508,784302
11509,784432
11510,784484
11511,784588
11512,784674
11513,784724
11514,784781
11515,784867
11516,784917
11517,784968
11518,785105
11519,785276
11520,785365
11521,785603
11522,785666
11523,785759
11524,785809
11525,785859
11526,786069
11527,786155
11528,786205
11529,786257
11530,786354
11531,786404
11532,786454
11533,786594
11534,786680
11535,786730
11536,786853
11537,786903
11538,786990
11539,787158
11540,787219
11541,787353
11542,787512
11543,787654
11544,787704
11545,787939
11546,788002
11547,788088
11548,788138
11549,788224
11550,788288
11551,788345
11552,788401
11553,788462
11554,788549
11555,788635
11556,788687
11557,788737
11558,788830
11559,788888
11560,788974
11561,789079
11562,789238
11563,789300
11564,789386
11565,789584
11566,789652
11567,789702
11568,789826
11569,789912
11570,789962
11571,790198
11572,790248
11573,790307
11574,790357
11575,790452
11576,790630
11577,790835
11578,790921
11579,791131
11580,791254
11581,791377
11582,791463
11583,791564
11584,791705
11585,791755
11586,791971
11587,792076
11588,792216
11589,792311
11590,792361
11591,792455
11592,792510
11593,792651
11594,792701
11595,792751
11596,792819
11597,792943
11598,793066
11599,793190
11600,793245
11601,793370
11602,793461
11603,793547
11604,793671
11605,793723
11606,793849
11607,793899
11608,793985
11609,794051
11610,794137
11611,794273
11612,794370
11613,794431
11614,794481
11615,794605
11616,794655
11617,794717
11618,794814
11619,794884
11620,795082
11621,795206
11622,795257
11623,795307
11624,795357
11625,795423
11626,795482
11627,795617
11628,795669
11629,795733
11630,795797
11631,795894
11632,795992
11633,796042
11634,796094
11635,796185
11636,796235
11637,796296
11638,796346
11639,796414
11640,796500
11641,796586
11642,796672
11643,796758
11644,796817
11645,796941
11646,796991
11647,797094
11648,797180
11649,797280
11650,797345
11651,797408
11652,797473
11653,797540
11654,797592
11655,797696
11656,797907
11657,797968
11658,798034
11659,798158
11660,798227
11661,798289
11662,798378
11663,798440
11664,798534
11665,798620
11666,798670
11667,798801
11668,798939
11669,799025
11670,799086
11671,799148
11672,799285
11673,799345
11674,799395
11675,799445
11676,799509
11677,799633
11678,799774
11679,799824
11680,799874
11681,799971
11682,800033
11683,800084
11684,800150
11685,800207
11686,800268
11687,800319
11688,800419
11689,800579
11690,800640
11691,800692
11692,800797
11693,800858
11694,801018
11695,801120
11696,801283
11697,801345
11698,801636
11699,801693
11700,801744
11701,801944
11702,802033
11703,802119
11704,802331
11705,802417
11706,802467
11707,802556
11708,802642
11709,802692
11710,802742
11711,802792
11712,802842
11713,802928
11714,803200
11715,803340
11716,803390
11717,803454
11718,803504
11719,803628
11720,803680
11721,803730
11722,803780
11723,803838
11724,803924
11725,804026
11726,804076
11727,804200
11728,804286
11729,804336
11730,804480
11731,804538
11732,804624
11733,804686
11734,804857
11735,804943
11736,805010
11737,805096
11738,805220
11739,805310
11740,805360
11741,805410
11742,805460
11743,805510
11744,805634
11745,805694
11746,805744
11747,805797
11748,805938
11749,806103
11750,806153
11751,806535
11752,806679
11753,806782
11754,806832
11755,806883
11756,806971
11757,807022
11758,807073
11759,807201
11760,807287
11761,807497
11762,807730
11763,807780
11764,807877
11765,808014
11766,808138
11767,808232
11768,808282
11769,808343
11770,808436
11771,808496
11772,808549
11773,808725
11774,808812
11775,808974
11776,809060
11777,809110
11778,809196
11779,809246
11780,809302
11781,809372
11782,809495
11783,809594
11784,809646
11785,809702
11786,809976
11787,810062
11788,810124
11789,810226
11790,810314
11791,810364
11792,810414
11793,810474
11794,810524
11795,810574
11796,810630
11797,810682
11798,810732
11799,810782
11800,810847
11801,810972
11802,811074
11803,811142
11804,811241
11805,811304
11806,811370
11807,811457
11808,811507
11809,811557
11810,811625
11811,811723
11812,811809
11813,811863
11814,811913
11815,811963
11816,812013
11817,812247
11818,812297
11819,812383
11820,812439
11821,812497
11822,812547
11823,812597
11824,812699
11825,812749
11826,812914
11827,813001
11828,813054
11829,813141
11830,813202
11831,813252
11832,813315
11833,813404
11834,813464
11835,813514
11836,813860
11837,813910
11838,814014
11839,814100
11840,814186
11841,814279
11842,814330
11843,814432
11844,814525
11845,814611
11846,814664
11847,814714
11848,814801
11849,814925
11850,814988
11851,815045
11852,815142
11853,815228
11854,815278
11855,815329
11856,815429
11857,815566
11858,815616
11859,815684
11860,815777
11861,815901
11862,816060
11863,816110
11864,816383
11865,816556
11866,816606
11867,816700
11868,816750
11869,817003
11870,817053
11871,817103
11872,817189
11873,817248
11874,817298
11875,817458
11876,817561
11877,817661
11878,817711
11879,817908
11880,817971
11881,818023
11882,818083
11883,818147
11884,818197
11885,818296
11886,818458
11887,818557
11888,818607
11889,818749
11890,818799
11891,818849
11892,818899
11893,819032
11894,819165
11895,819252
11896,819302
11897,819536
11898,819591
11899,819715
11900,819801
11901,819925
11902,820024
11903,820148
11904,820247
11905,820409
11906,820533
11907,820593
11908,820732
11909,820903
11910,820953
11911,821020
11912,821108
11913,821205
11914,821307
11915,821358
11916,821446
11917,821500
11918,821659
11919,821709
11920,821759
11921,821809
11922,821934
11923,821997
11924,822158
11925,822208
11926,822258
11927,822344
11928,822504
11929,822554
11930,822607
11931,822778
11932,822901
11933,822965
11934,823015
11935,823081
11936,823140
11937,823203
11938,823254
11939,823317
11940,823450
11941,823512
11942,823575
11943,823809
11944,823933
11945,824019
11946,824087
11947,824175
11948,824276
11949,824343
11950,824394
11951,824495
11952,824693
11953,824743
11954,824793
11955,824844
11956,824914
11957,825090
11958,825230
11959,825285
11960,825353
11961,825440
11962,825499
11963,825550
11964,825650
11965,825700
11966,825868
11967,825957
11968,826007
11969,826130
11970,826180
11971,826280
11972,826330
11973,826394
11974,826444
11975,826582
11976,826682
11977,826768
11978,826864
11979,826989
11980,827075
11981,827125
11982,827176
11983,827263
11984,827323
11985,827448
11986,827515
11987,827620
11988,827706
11989,827830
11990,827880
11991,827930
11992,828026
11993,828117
11994,828167
11995,828327
11996,828414
11997,828500
11998,828561
11999,828685
12000,828772
12001,828822
12002,828872
12003,828958
12004,829044
12005,829094
12006,829180
12007,829230
12008,829280
12009,829346
12010,829408
12011,829458
12012,829508
12013,829596
12014,829646
12015,829732
12016,829818
12017,829942
12018,830008
12019,830102
12020,830205
12021,830256
12022,830355
12023,830552
12024,830607
12025,830695
12026,830759
12027,830809
12028,830863
12029,830928
12030,830993
12031,831044
12032,831184
12033,831270
12034,831332
12035,831459
12036,831509
12037,831565
12038,831627
12039,831677
12040,831727
12041,831777
12042,831863
12043,831921
12044,831971
12045,832021
12046,832161
12047,832247
12048,832339
12049,832390
12050,832550
12051,832609
12052,832750
12053,832800
12054,832887
12055,832987
12056,833111
12057,833361
12058,833431
12059,833493
12060,833548
12061,833598
12062,833685
12063,833735
12064,833895
12065,833997
12066,834063
12067,834261
12068,834322
12069,834377
12070,834444
12071,834503
12072,834560
12073,834616
12074,834713
12075,834775
12076,834839
12077,834934
12078,834998
12079,835159
12080,835283
12081,835353
12082,835476
12083,835565
12084,835652
12085,835702
12086,835799
12087,835943
12088,836140
12089,836233
12090,836289
12091,836426
12092,836476
12093,836526
12094,836582
12095,836649
12096,836752
12097,837098
12098,837237
12099,837368
12100,837455
12101,837623
12102,837719
12103,837781
12104,837882
12105,838053
12106,838103
12107,838198
12108,838284
12109,838334
12110,838458
12111,838508
12112,838572
12113,838622
12114,838687
12115,838792
12116,839063
12117,839125
12118,839251
12119,839337
12120,839436
12121,839530
12122,839595
12123,839645
12124,839714
12125,839817
12126,840125
12127,840175
12128,840335
12129,840475
12130,840574
12131,840632
12132,840762
12133,840895
12134,841032
12135,841090
12136,841140
12137,841204
12138,841255
12139,841313
12140,841363
12141,841420
12142,841618
12143,841751
12144,841810
12145,841864
12146,841914
12147,841974
12148,842060
12149,842110
12150,842160
12151,842329
12152,842392
12153,842478
12154,842658
12155,842720
12156,843033
12157,843126
12158,843249
12159,843301
12160,843361
12161,843527
12162,843666
12163,843752
12164,843838
12165,843974
12166,844112
12167,844162
12168,844364
12169,844418
12170,844542
12171,844592
12172,844647
12173,844825
12174,844875
12175,845009
12176,845059
12177,845124
12178,845191
12179,845351
12180,845437
12181,845525
12182,845575
12183,845665
12184,845731
12185,845781
12186,845831
12187,845923
12188,846062
12189,846126
12190,846182
12191,846357
12192,846535
12193,846585
12194,846642
12195,846849
12196,846972
12197,847022
12198,847082
12199,847151
12200,847211
12201,847384
12202,847434
12203,847634
12204,847684
12205,847786
12206,847846
12207,847932
12208,847986
12209,848051
12210,848101
12211,848234
12212,848291
12213,848341
12214,848407
12215,848457
12216,848550
12217,848613
12218,848753
12219,848818
12220,848904
12221,849002
12222,849209
12223,849259
12224,849403
12225,849527
12226,849586
12227,849646
12228,849697
12229,849783
12230,849869
12231,849963
12232,850022
12233,850228
12234,850281
12235,850487
12236,850539
12237,850591
12238,850677
12239,850727
12240,850945
12241,851339
12242,851402
12243,851452
12244,851665
12245,851751
12246,851811
12247,851897
12248,851947
12249,852002
12250,852145
12251,852231
12252,852428
12253,852481
12254,852544
12255,852630
12256,852680
12257,852818
12258,852942
12259,852992
12260,853123
12261,853173
12262,853224
12263,853329
12264,853393
12265,853479
12266,853641
12267,853728
12268,853820
12269,853906
12270,854030
12271,854154
12272,854204
12273,854254
12274,854309
12275,854359
12276,854465
12277,854527
12278,854704
12279,854832
12280,854882
12281,855042
12282,855092
12283,855216
12284,855284
12285,855344
12286,855407
12287,855530
12288,855580
12289,855630
12290,855774
12291,855843
12292,855893
12293,855943
12294,856072
12295,856158
12296,856282
12297,856387
12298,856605
12299,856729
12300,856784
12301,856849
12302,856902
12303,857041
12304,857091
12305,857145
12306,857384
12307,857434
12308,857484
12309,857534
12310,857671
12311,857757
12312,858103
12313,858153
12314,858203
12315,858265
12316,858362
12317,858448
12318,858622
12319,858684
12320,858734
12321,858784
12322,858872
12323,858928
12324,859053
12325,859117
12326,859182
12327,859244
12328,859403
12329,859457
12330,859708
12331,859758
12332,859817
12333,859918
12334,860022
12335,860233
12336,860333
12337,860430
12338,860480
12339,860586
12340,860857
12341,860954
12342,861004
12343,861054
12344,861117
12345,861174
12346,861224
12347,861275
12348,861446
12349,861511
12350,861679
12351,861742
